Order_ID,Order_Date,Ship_Date,Ship Mode,Segment,City,State,Region,Category,Sales
CA-2016-121720,11/6/2016,12/6/2016,First Class,Corporate,Lakeland,Florida,South,Office Supplies,3.768
CA-2016-121720,11/6/2016,12/6/2016,First Class,Corporate,Lakeland,Florida,South,Office Supplies,1036.624
CA-2016-121720,11/6/2016,12/6/2016,First Class,Corporate,Lakeland,Florida,South,Office Supplies,563.808
CA-2018-149895,8/9/2018,12/9/2018,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,258.528
CA-2018-147564,2/10/2018,6/10/2018,Standard Class,Consumer,New York City,New York,East,Office Supplies,49.12
CA-2015-136399,16/12/2015,17/12/2015,First Class,Home Office,Los Angeles,California,West,Furniture,44.46
CA-2015-136399,16/12/2015,17/12/2015,First Class,Home Office,Los Angeles,California,West,Furniture,241.568
CA-2015-136399,16/12/2015,17/12/2015,First Class,Home Office,Los Angeles,California,West,Technology,395
CA-2015-136399,16/12/2015,17/12/2015,First Class,Home Office,Los Angeles,California,West,Technology,627.168
CA-2015-107916,24/08/2015,26/08/2015,First Class,Corporate,Oceanside,New York,East,Furniture,13.28
CA-2015-107916,24/08/2015,26/08/2015,First Class,Corporate,Oceanside,New York,East,Office Supplies,12.672
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,30.56
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,77.952
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Technology,67.992
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,12.224
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Technology,44.784
CA-2018-164168,12/11/2018,18/11/2018,Standard Class,Home Office,Dallas,Texas,Central,Furniture,22.848
CA-2016-112557,25/04/2016,28/04/2016,First Class,Consumer,New York City,New York,East,Office Supplies,206.43
US-2015-122959,12/12/2015,12/12/2015,Same Day,Corporate,San Antonio,Texas,Central,Office Supplies,210.392
CA-2018-162572,25/09/2018,27/09/2018,Second Class,Consumer,Cincinnati,Ohio,East,Technology,119.96
CA-2018-162572,25/09/2018,27/09/2018,Second Class,Consumer,Cincinnati,Ohio,East,Office Supplies,10.608
US-2017-148110,5/9/2017,11/9/2017,Standard Class,Corporate,Austin,Texas,Central,Furniture,347.802
CA-2018-131828,11/2/2018,13/02/2018,Second Class,Corporate,Seattle,Washington,West,Furniture,963.136
CA-2018-131828,11/2/2018,13/02/2018,Second Class,Corporate,Seattle,Washington,West,Technology,88.776
CA-2015-109218,30/06/2015,3/7/2015,Second Class,Corporate,Los Angeles,California,West,Office Supplies,32.4
CA-2017-120558,7/6/2017,10/6/2017,First Class,Home Office,New York City,New York,East,Office Supplies,32.4
US-2015-109036,20/12/2015,25/12/2015,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,31.05
CA-2016-147830,15/12/2016,18/12/2016,First Class,Consumer,Newark,Ohio,East,Technology,2025.36
CA-2016-147830,15/12/2016,18/12/2016,First Class,Consumer,Newark,Ohio,East,Technology,1799.994
CA-2016-147830,15/12/2016,18/12/2016,First Class,Consumer,Newark,Ohio,East,Technology,101.988
CA-2016-147830,15/12/2016,18/12/2016,First Class,Consumer,Newark,Ohio,East,Furniture,262.864
CA-2018-150497,20/07/2018,24/07/2018,Standard Class,Corporate,Maple Grove,Minnesota,Central,Office Supplies,735.98
CA-2015-128986,3/8/2015,5/8/2015,Second Class,Home Office,Glendale,Arizona,West,Office Supplies,93.024
CA-2016-139584,24/08/2016,28/08/2016,Standard Class,Corporate,New York City,New York,East,Furniture,284.364
CA-2016-139584,24/08/2016,28/08/2016,Standard Class,Corporate,New York City,New York,East,Technology,26
US-2017-162677,26/03/2017,27/03/2017,First Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,67.64
US-2017-162677,26/03/2017,27/03/2017,First Class,Consumer,Jacksonville,North Carolina,South,Technology,119.976
US-2015-150924,12/9/2015,16/09/2015,Second Class,Consumer,Houston,Texas,Central,Office Supplies,5.18
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Office Supplies,15.56
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Office Supplies,78.35
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Office Supplies,59.52
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Office Supplies,38.52
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Technology,239.984
CA-2015-153969,21/09/2015,25/09/2015,Standard Class,Consumer,San Francisco,California,West,Office Supplies,19.35
CA-2017-146682,29/10/2017,31/10/2017,First Class,Consumer,Lansing,Michigan,Central,Furniture,67
CA-2017-138695,28/05/2017,3/6/2017,Standard Class,Corporate,Tallahassee,Florida,South,Furniture,390.272
CA-2017-138695,28/05/2017,3/6/2017,Standard Class,Corporate,Tallahassee,Florida,South,Office Supplies,62.192
CA-2018-107461,21/12/2018,26/12/2018,Second Class,Consumer,Columbia,South Carolina,South,Office Supplies,23.88
US-2017-133879,21/03/2017,28/03/2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,3.168
US-2017-133879,21/03/2017,28/03/2017,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,528.43
US-2017-133879,21/03/2017,28/03/2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,13.392
CA-2018-157483,11/11/2018,18/11/2018,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,181.86
US-2018-132059,23/09/2018,29/09/2018,Standard Class,Consumer,Fort Collins,Colorado,West,Furniture,180.588
US-2018-132059,23/09/2018,29/09/2018,Standard Class,Consumer,Fort Collins,Colorado,West,Technology,47.984
CA-2018-122280,10/9/2018,10/9/2018,Same Day,Consumer,New York City,New York,East,Office Supplies,18.76
CA-2018-105235,5/12/2018,11/12/2018,Standard Class,Corporate,New York City,New York,East,Furniture,20.94
CA-2018-105235,5/12/2018,11/12/2018,Standard Class,Corporate,New York City,New York,East,Furniture,58.68
CA-2018-105235,5/12/2018,11/12/2018,Standard Class,Corporate,New York City,New York,East,Office Supplies,254.9
CA-2018-152912,9/11/2018,12/11/2018,Second Class,Corporate,Columbia,Maryland,East,Office Supplies,9.64
CA-2018-152912,9/11/2018,12/11/2018,Second Class,Corporate,Columbia,Maryland,East,Technology,826.62
CA-2018-152912,9/11/2018,12/11/2018,Second Class,Corporate,Columbia,Maryland,East,Office Supplies,1633.14
CA-2018-152912,9/11/2018,12/11/2018,Second Class,Corporate,Columbia,Maryland,East,Office Supplies,544.38
CA-2015-123498,7/11/2015,9/11/2015,First Class,Corporate,Houston,Texas,Central,Office Supplies,26.046
CA-2015-123498,7/11/2015,9/11/2015,First Class,Corporate,Houston,Texas,Central,Office Supplies,74.352
CA-2018-159352,12/3/2018,17/03/2018,Standard Class,Corporate,Lowell,Massachusetts,East,Technology,69.93
US-2018-146416,20/10/2018,22/10/2018,Second Class,Corporate,Woodland,California,West,Office Supplies,3.75
US-2018-146416,20/10/2018,22/10/2018,Second Class,Corporate,Woodland,California,West,Office Supplies,20.928
US-2016-163783,27/12/2016,1/1/2017,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,12.672
CA-2018-123981,2/10/2018,8/10/2018,Standard Class,Corporate,New York City,New York,East,Technology,65.99
CA-2018-158953,4/6/2018,8/6/2018,Standard Class,Corporate,Missouri City,Texas,Central,Office Supplies,6.37
CA-2015-165428,1/9/2015,4/9/2015,First Class,Consumer,Houston,Texas,Central,Office Supplies,3.648
CA-2015-165428,1/9/2015,4/9/2015,First Class,Consumer,Houston,Texas,Central,Office Supplies,31.104
CA-2017-169026,8/8/2017,13/08/2017,Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,23.34
CA-2018-109750,22/07/2018,28/07/2018,Standard Class,Corporate,New York City,New York,East,Technology,29.97
CA-2016-149384,10/7/2016,10/7/2016,Same Day,Consumer,Tempe,Arizona,West,Office Supplies,3.366
CA-2015-131527,1/12/2015,7/12/2015,Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,95.968
CA-2018-164000,18/12/2018,22/12/2018,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,18.704
CA-2015-164224,18/05/2015,20/05/2015,Second Class,Consumer,Akron,Ohio,East,Furniture,149.232
CA-2015-164224,18/05/2015,20/05/2015,Second Class,Consumer,Akron,Ohio,East,Office Supplies,15.936
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Technology,601.536
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Technology,10.99
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Furniture,39.88
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,62.24
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Furniture,53.2
CA-2015-158372,10/11/2015,16/11/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,39.84
CA-2017-108882,9/1/2017,15/01/2017,Standard Class,Corporate,Fresno,California,West,Technology,349.95
CA-2017-108882,9/1/2017,15/01/2017,Standard Class,Corporate,Fresno,California,West,Technology,377.928
US-2018-108245,22/09/2018,27/09/2018,Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,13.392
US-2018-108245,22/09/2018,27/09/2018,Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,11.228
CA-2015-142314,23/12/2015,28/12/2015,Standard Class,Consumer,Richmond,Indiana,Central,Office Supplies,207.24
CA-2017-132409,26/05/2017,1/6/2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,1.504
CA-2017-132409,26/05/2017,1/6/2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,34.848
CA-2018-150189,8/7/2018,10/7/2018,First Class,Consumer,San Mateo,California,West,Office Supplies,75.18
CA-2015-114433,13/05/2015,17/05/2015,Standard Class,Consumer,Oakland,California,West,Technology,149.97
CA-2018-104640,10/11/2018,16/11/2018,Standard Class,Corporate,New York City,New York,East,Office Supplies,931.176
CA-2018-104640,10/11/2018,16/11/2018,Standard Class,Corporate,New York City,New York,East,Technology,430.88
US-2016-137008,2/10/2016,8/10/2016,Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,94.85
US-2016-137008,2/10/2016,8/10/2016,Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,51.12
US-2016-137008,2/10/2016,8/10/2016,Standard Class,Corporate,Lakewood,New Jersey,East,Technology,90
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Office Supplies,9.408
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Office Supplies,4.672
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Technology,318.4
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Office Supplies,12.768
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Office Supplies,15.36
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Technology,230.376
CA-2015-108189,2/10/2015,5/10/2015,First Class,Corporate,Tempe,Arizona,West,Technology,7.16
CA-2015-154641,11/8/2015,16/08/2015,Standard Class,Consumer,New York City,New York,East,Office Supplies,375.34
CA-2018-131625,1/9/2018,5/9/2018,Second Class,Consumer,New York City,New York,East,Furniture,114.9
US-2018-156356,16/04/2018,22/04/2018,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,26.046
US-2018-156356,16/04/2018,22/04/2018,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,2.896
US-2018-156356,16/04/2018,22/04/2018,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,32.544
CA-2017-138933,24/04/2017,27/04/2017,First Class,Consumer,Riverside,California,West,Office Supplies,3.984
CA-2017-140746,15/01/2017,15/01/2017,Same Day,Consumer,Fairfield,Connecticut,East,Furniture,181.797
CA-2017-146836,2/5/2017,2/5/2017,Same Day,Consumer,New York City,New York,East,Office Supplies,44.94
CA-2017-146836,2/5/2017,2/5/2017,Same Day,Consumer,New York City,New York,East,Office Supplies,45.576
US-2017-127971,20/11/2017,27/11/2017,Standard Class,Corporate,Houston,Texas,Central,Furniture,318.43
US-2017-127971,20/11/2017,27/11/2017,Standard Class,Corporate,Houston,Texas,Central,Technology,122.92
US-2017-127971,20/11/2017,27/11/2017,Standard Class,Corporate,Houston,Texas,Central,Furniture,7.068
US-2017-140809,1/2/2017,3/2/2017,First Class,Corporate,Arlington,Virginia,South,Office Supplies,56.45
CA-2018-114524,31/03/2018,5/4/2018,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,13.468
CA-2018-113355,1/12/2018,5/12/2018,Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,219.8
CA-2018-113355,1/12/2018,5/12/2018,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,317.058
US-2018-140907,10/12/2018,12/12/2018,Second Class,Corporate,Seattle,Washington,West,Technology,49.08
US-2018-140907,10/12/2018,12/12/2018,Second Class,Corporate,Seattle,Washington,West,Office Supplies,324.9
US-2018-140907,10/12/2018,12/12/2018,Second Class,Corporate,Seattle,Washington,West,Office Supplies,18.24
CA-2017-159730,17/09/2017,21/09/2017,Standard Class,Home Office,Seattle,Washington,West,Furniture,113.888
CA-2017-159730,17/09/2017,21/09/2017,Standard Class,Home Office,Seattle,Washington,West,Technology,105.584
CA-2017-157868,23/12/2017,29/12/2017,Standard Class,Corporate,Grand Rapids,Michigan,Central,Office Supplies,24.85
CA-2018-119389,17/04/2018,19/04/2018,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,60.312
CA-2018-110373,27/10/2018,30/10/2018,Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,7.056
CA-2018-110373,27/10/2018,30/10/2018,Second Class,Home Office,Chicago,Illinois,Central,Technology,27.184
CA-2017-155474,8/7/2017,14/07/2017,Standard Class,Consumer,Seattle,Washington,West,Technology,107.984
CA-2017-155474,8/7/2017,14/07/2017,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,19.296
CA-2016-155453,9/8/2016,14/08/2016,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,4.608
US-2017-161844,9/12/2017,14/12/2017,Second Class,Corporate,Franklin,Tennessee,South,Furniture,79.974
US-2017-161844,9/12/2017,14/12/2017,Second Class,Corporate,Franklin,Tennessee,South,Office Supplies,2.946
US-2017-162103,13/11/2017,17/11/2017,Standard Class,Home Office,Highland Park,Illinois,Central,Office Supplies,3.136
CA-2015-151554,14/11/2015,15/11/2015,First Class,Corporate,Pasadena,Texas,Central,Office Supplies,20.736
CA-2015-140662,17/11/2015,19/11/2015,First Class,Corporate,San Francisco,California,West,Technology,99.98
CA-2015-140662,17/11/2015,19/11/2015,First Class,Corporate,San Francisco,California,West,Office Supplies,733.95
CA-2015-140662,17/11/2015,19/11/2015,First Class,Corporate,San Francisco,California,West,Office Supplies,241.44
CA-2017-122518,4/3/2017,8/3/2017,Second Class,Corporate,Miami,Florida,South,Office Supplies,10.08
US-2015-126571,11/10/2015,15/10/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,281.904
US-2015-126571,11/10/2015,15/10/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,201.432
CA-2015-143840,22/05/2015,29/05/2015,Standard Class,Consumer,Decatur,Alabama,South,Technology,135.98
CA-2015-143840,22/05/2015,29/05/2015,Standard Class,Consumer,Decatur,Alabama,South,Technology,44.95
CA-2015-115980,15/07/2015,19/07/2015,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Technology,2.97
CA-2015-115980,15/07/2015,19/07/2015,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,6.54
CA-2016-155145,27/12/2016,29/12/2016,Second Class,Corporate,Visalia,California,West,Technology,7.92
CA-2016-146038,9/2/2016,16/02/2016,Standard Class,Consumer,Los Angeles,California,West,Furniture,203.92
CA-2018-133865,8/5/2018,12/5/2018,Standard Class,Home Office,Los Angeles,California,West,Technology,3359.952
CA-2018-116358,2/11/2018,6/11/2018,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,18.24
CA-2018-116358,2/11/2018,6/11/2018,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,27.78
CA-2015-102988,5/4/2015,9/4/2015,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,22.96
CA-2015-102988,5/4/2015,9/4/2015,Second Class,Corporate,Alexandria,Virginia,South,Technology,28.99
CA-2015-102988,5/4/2015,9/4/2015,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,12.96
CA-2015-102988,5/4/2015,9/4/2015,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,22.96
CA-2015-102988,5/4/2015,9/4/2015,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,4164.05
US-2015-117170,17/09/2015,24/09/2015,Standard Class,Consumer,Raleigh,North Carolina,South,Technology,47.984
US-2015-117170,17/09/2015,24/09/2015,Standard Class,Consumer,Raleigh,North Carolina,South,Office Supplies,4.624
CA-2015-159478,30/09/2015,6/10/2015,Standard Class,Corporate,New York City,New York,East,Furniture,15.24
CA-2015-103702,12/9/2015,17/09/2015,Standard Class,Consumer,Fairfield,Ohio,East,Office Supplies,63.924
CA-2018-150525,20/02/2018,25/02/2018,Standard Class,Home Office,Muskogee,Oklahoma,Central,Office Supplies,6.56
CA-2018-150525,20/02/2018,25/02/2018,Standard Class,Home Office,Muskogee,Oklahoma,Central,Office Supplies,13.11
CA-2016-157770,13/12/2016,15/12/2016,First Class,Consumer,Temecula,California,West,Technology,494.376
CA-2016-157770,13/12/2016,15/12/2016,First Class,Consumer,Temecula,California,West,Office Supplies,29.2
CA-2016-157770,13/12/2016,15/12/2016,First Class,Consumer,Temecula,California,West,Technology,248.85
CA-2016-157770,13/12/2016,15/12/2016,First Class,Consumer,Temecula,California,West,Technology,36.24
CA-2017-167290,30/10/2017,4/11/2017,Standard Class,Consumer,Sterling Heights,Michigan,Central,Office Supplies,11.68
CA-2015-106264,26/12/2015,30/12/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,11.91
CA-2015-106264,26/12/2015,30/12/2015,Standard Class,Consumer,San Diego,California,West,Furniture,3.48
CA-2015-138023,15/08/2015,18/08/2015,First Class,Consumer,Dallas,Texas,Central,Office Supplies,30.96
CA-2018-113418,1/10/2018,3/10/2018,First Class,Home Office,New York City,New York,East,Technology,1704.89
US-2016-110569,23/05/2016,30/05/2016,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,19.194
US-2016-110569,23/05/2016,30/05/2016,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,121.792
CA-2018-136308,16/11/2018,16/11/2018,Same Day,Corporate,San Francisco,California,West,Technology,1919.976
US-2015-159926,18/11/2015,22/11/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,50.997
US-2015-159926,18/11/2015,22/11/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,76.792
US-2015-159926,18/11/2015,22/11/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,539.964
US-2015-159926,18/11/2015,22/11/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,60.312
US-2015-159926,18/11/2015,22/11/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,1.944
CA-2015-104738,30/12/2015,1/1/2016,Second Class,Corporate,Laredo,Texas,Central,Office Supplies,12.984
CA-2015-104738,30/12/2015,1/1/2016,Second Class,Corporate,Laredo,Texas,Central,Technology,217.584
CA-2015-104738,30/12/2015,1/1/2016,Second Class,Corporate,Laredo,Texas,Central,Technology,328.776
CA-2015-104738,30/12/2015,1/1/2016,Second Class,Corporate,Laredo,Texas,Central,Office Supplies,2.286
CA-2015-104738,30/12/2015,1/1/2016,Second Class,Corporate,Laredo,Texas,Central,Technology,47.984
CA-2016-144386,5/11/2016,11/11/2016,Standard Class,Corporate,New York City,New York,East,Office Supplies,25.344
CA-2017-111416,17/09/2017,22/09/2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,232.4
CA-2017-162747,20/03/2017,25/03/2017,Second Class,Corporate,Gulfport,Mississippi,South,Furniture,86.45
US-2015-133130,27/09/2015,1/10/2015,Standard Class,Consumer,San Diego,California,West,Furniture,603.92
US-2015-133130,27/09/2015,1/10/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,81.98
CA-2018-169978,24/12/2018,28/12/2018,Standard Class,Consumer,Oceanside,New York,East,Furniture,271.764
CA-2018-169978,24/12/2018,28/12/2018,Standard Class,Consumer,Oceanside,New York,East,Office Supplies,14.376
CA-2018-161739,10/11/2018,15/11/2018,Second Class,Corporate,Round Rock,Texas,Central,Furniture,341.96
CA-2016-165057,11/9/2016,15/09/2016,Standard Class,Consumer,Redlands,California,West,Office Supplies,181.35
CA-2016-165057,11/9/2016,15/09/2016,Standard Class,Consumer,Redlands,California,West,Office Supplies,8.64
CA-2015-134551,20/12/2015,25/12/2015,Standard Class,Consumer,Columbia,Tennessee,South,Office Supplies,43.512
CA-2015-134551,20/12/2015,25/12/2015,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,662.88
CA-2015-134551,20/12/2015,25/12/2015,Standard Class,Consumer,Columbia,Tennessee,South,Office Supplies,25.92
CA-2016-120810,23/07/2016,27/07/2016,Standard Class,Home Office,New York City,New York,East,Office Supplies,68.94
CA-2016-120810,23/07/2016,27/07/2016,Standard Class,Home Office,New York City,New York,East,Furniture,128.82
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,896.99
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,1.234
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,67.56
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,21.72
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,262.336
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Technology,148.48
CA-2015-165309,11/11/2015,15/11/2015,Standard Class,Consumer,Houston,Texas,Central,Technology,241.176
CA-2018-122595,14/12/2018,20/12/2018,Standard Class,Home Office,Chicago,Illinois,Central,Technology,227.976
CA-2018-122595,14/12/2018,20/12/2018,Standard Class,Home Office,Chicago,Illinois,Central,Technology,52.68
CA-2018-122595,14/12/2018,20/12/2018,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,2.032
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Office Supplies,17.12
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Technology,431.968
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Furniture,129.92
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Furniture,568.728
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Office Supplies,117.144
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Office Supplies,203.52
US-2018-109253,21/08/2018,22/08/2018,First Class,Consumer,Oakland,California,West,Office Supplies,51.75
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Office Supplies,122.97
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Furniture,244.615
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Technology,59.97
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Office Supplies,81.54
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Office Supplies,11.68
CA-2017-145982,27/08/2017,1/9/2017,Second Class,Consumer,Quincy,Massachusetts,East,Office Supplies,29
CA-2016-112014,13/08/2016,20/08/2016,Standard Class,Corporate,Yucaipa,California,West,Office Supplies,50.8
CA-2018-154732,5/11/2018,7/11/2018,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,16.03
US-2017-157308,17/08/2017,21/08/2017,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,15.712
CA-2017-147536,26/12/2017,31/12/2017,Standard Class,Consumer,New York City,New York,East,Technology,89.97
US-2015-134733,23/09/2015,28/09/2015,Standard Class,Corporate,San Diego,California,West,Furniture,435.999
US-2015-134733,23/09/2015,28/09/2015,Standard Class,Corporate,San Diego,California,West,Technology,83.984
US-2015-150434,19/07/2015,24/07/2015,Standard Class,Corporate,Bristol,Connecticut,East,Technology,359.98
US-2015-150434,19/07/2015,24/07/2015,Standard Class,Corporate,Bristol,Connecticut,East,Furniture,70.56
US-2015-150434,19/07/2015,24/07/2015,Standard Class,Corporate,Bristol,Connecticut,East,Office Supplies,20.88
US-2015-150434,19/07/2015,24/07/2015,Standard Class,Corporate,Bristol,Connecticut,East,Office Supplies,3.81
CA-2018-100335,7/9/2018,13/09/2018,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,73.008
CA-2017-139234,6/5/2017,10/5/2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,3.208
CA-2017-139234,6/5/2017,10/5/2017,Standard Class,Consumer,Chicago,Illinois,Central,Technology,26.176
US-2016-142020,4/6/2016,8/6/2016,Second Class,Home Office,New York City,New York,East,Office Supplies,30.44
US-2016-142020,4/6/2016,8/6/2016,Second Class,Home Office,New York City,New York,East,Furniture,35.28
CA-2016-139962,13/12/2016,20/12/2016,Standard Class,Home Office,Revere,Massachusetts,East,Office Supplies,19.44
CA-2016-139962,13/12/2016,20/12/2016,Standard Class,Home Office,Revere,Massachusetts,East,Office Supplies,37.88
CA-2017-130050,16/07/2017,18/07/2017,Second Class,Corporate,Houston,Texas,Central,Furniture,9.552
CA-2015-115161,31/01/2015,2/2/2015,First Class,Consumer,Mission Viejo,California,West,Furniture,290.666
CA-2015-165379,9/7/2015,15/07/2015,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,10.368
CA-2015-165379,9/7/2015,15/07/2015,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,14.352
CA-2016-115511,21/11/2016,25/11/2016,Standard Class,Consumer,Las Vegas,Nevada,West,Furniture,141.96
CA-2016-115511,21/11/2016,25/11/2016,Standard Class,Consumer,Las Vegas,Nevada,West,Office Supplies,66.048
CA-2017-134887,25/03/2017,25/03/2017,Same Day,Consumer,Norman,Oklahoma,Central,Technology,1287.45
CA-2018-123778,23/09/2018,30/09/2018,Standard Class,Consumer,San Francisco,California,West,Office Supplies,25.824
CA-2018-123778,23/09/2018,30/09/2018,Standard Class,Consumer,San Francisco,California,West,Office Supplies,160.96
CA-2016-161718,4/12/2016,10/12/2016,Standard Class,Consumer,Hempstead,New York,East,Furniture,28.44
CA-2016-161718,4/12/2016,10/12/2016,Standard Class,Consumer,Hempstead,New York,East,Furniture,364.41
CA-2016-161718,4/12/2016,10/12/2016,Standard Class,Consumer,Hempstead,New York,East,Technology,39.96
CA-2016-161718,4/12/2016,10/12/2016,Standard Class,Consumer,Hempstead,New York,East,Furniture,361.764
